MacroPlot Name,Monitoring Status,Date,Index,Transect,Slope,LogNum,Dia,DecayCl,CWDFuConSt,Comment,UV1,UV2,UV3,NumTran,TranLen,FieldTeam,EntryTeam,UV1Desc,UV2Desc,UV3Desc,SaComment,Visited,
C:FSEGI1T08:031,Post01,10/5/2022 4:28:22 PM,,,,,,,,,,,,4,50,JAJ MJH CAF BJL,JO,,,,,True,
C:FSEGI1T08:031,Post01,10/5/2022 4:28:22 PM,1,2,6,1,4,3,Default,,,,,,,,,,,,,,
C:FSEGI1T08:031,Post01,10/5/2022 4:28:22 PM,2,4,15,2,4.1,3,Default,,,,,,,,,,,,,,
C:FSEGI1T08:031,Post01,10/5/2022 4:28:22 PM,3,4,15,3,13.3,3,Default,,,,,,,,,,,,,,
C:FSEGI1T08:031,Pre00,7/31/1986 2:00:00 AM,,,,,,,,,,,,4,50,,,,,,,True,
C:FSEGI1T08:031,Pre00,7/31/1986 2:00:00 AM,1,1,10,,4,3,Default,From FMH DFSOUND 1055,, Sound, fuel1,,,,,,,,,,
C:FSEGI1T08:031,Pre00,7/31/1986 2:00:00 AM,2,1,10,,5.5,3,Default,From FMH DFSOUND 1055,, Sound, fuel1,,,,,,,,,,
C:FSEGI1T08:031,Pre00,7/31/1986 2:00:00 AM,3,1,10,,3,3,Default,From FMH DFSOUND 1055,, Sound, fuel1,,,,,,,,,,
C:FSEGI1T08:031,Pre00,7/31/1986 2:00:00 AM,4,2,6,,5,4,Default,From FMH DFROTTEN 1056,, Rotten, fuel2,,,,,,,,,,
C:FSEGI1T08:031,Pre00,7/31/1986 2:00:00 AM,5,2,6,,48,4,Default,From FMH DFROTTEN 1056,, Rotten, fuel2,,,,,,,,,,
C:FSEGI1T08:031,Pre00,7/31/1986 2:00:00 AM,6,3,22,,3,3,Default,From FMH DFSOUND 1055,, Sound, fuel3,,,,,,,,,,
C:FSEGI1T08:031,Pre00,7/31/1986 2:00:00 AM,7,4,25,,3.5,3,Default,From FMH DFSOUND 1055,, Sound, fuel4,,,,,,,,,,
C:FSEGI1T08:031,Pre00,7/31/1986 2:00:00 AM,8,4,25,,4,3,Default,From FMH DFSOUND 1055,, Sound, fuel4,,,,,,,,,,
C:FSEGI1T08:031,Re00Year02,8/11/1988 2:00:00 AM,,,,,,,,,,,,4,50,,,,,,,True,
C:FSEGI1T08:031,Re00Year02,8/11/1988 2:00:00 AM,1,1,10,,3.5,3,Default,From FMH DFSOUND 1055,, Sound, fuel1,,,,,,,,,,
C:FSEGI1T08:031,Re00Year02,8/11/1988 2:00:00 AM,2,1,10,,20,3,Default,From FMH DFSOUND 1055,, Sound, fuel1,,,,,,,,,,
C:FSEGI1T08:031,Re00Year02,8/11/1988 2:00:00 AM,3,1,10,,3.3,3,Default,From FMH DFSOUND 1055,, Sound, fuel1,,,,,,,,,,
C:FSEGI1T08:031,Re00Year02,8/11/1988 2:00:00 AM,4,1,10,,4,3,Default,From FMH DFSOUND 1055,, Sound, fuel1,,,,,,,,,,
C:FSEGI1T08:031,Re00Year02,8/11/1988 2:00:00 AM,5,1,10,,7,3,Default,From FMH DFSOUND 1055,, Sound, fuel1,,,,,,,,,,
C:FSEGI1T08:031,Re00Year02,8/11/1988 2:00:00 AM,6,1,10,,4,3,Default,From FMH DFSOUND 1055,, Sound, fuel1,,,,,,,,,,
C:FSEGI1T08:031,Re00Year02,8/11/1988 2:00:00 AM,7,2,6,,15,4,Default,From FMH DFROTTEN 1056,, Rotten, fuel2,,,,,,,,,,
C:FSEGI1T08:031,Re00Year02,8/11/1988 2:00:00 AM,8,2,6,,36,3,Default,From FMH DFSOUND 1055,, Sound, fuel2,,,,,,,,,,
C:FSEGI1T08:031,Re00Year05,7/16/1991 2:00:00 AM,,,,,,,,,,,,4,50,,,,,,,True,
C:FSEGI1T08:031,Re00Year05,7/16/1991 2:00:00 AM,1,1,10,,4,3,Default,From FMH DFSOUND 1055,, Sound, fuel1,,,,,,,,,,
C:FSEGI1T08:031,Re00Year05,7/16/1991 2:00:00 AM,2,1,10,,15,3,Default,From FMH DFSOUND 1055,, Sound, fuel1,,,,,,,,,,
C:FSEGI1T08:031,Re00Year05,7/16/1991 2:00:00 AM,3,1,10,,4,3,Default,From FMH DFSOUND 1055,, Sound, fuel1,,,,,,,,,,
C:FSEGI1T08:031,Re00Year05,7/16/1991 2:00:00 AM,4,1,10,,8,3,Default,From FMH DFSOUND 1055,, Sound, fuel1,,,,,,,,,,
C:FSEGI1T08:031,Re00Year05,7/16/1991 2:00:00 AM,5,1,10,,4,3,Default,From FMH DFSOUND 1055,, Sound, fuel1,,,,,,,,,,
C:FSEGI1T08:031,Re00Year05,7/16/1991 2:00:00 AM,6,2,6,,15,4,Default,From FMH DFROTTEN 1056,, Rotten, fuel2,,,,,,,,,,
C:FSEGI1T08:031,Re00Year05,7/16/1991 2:00:00 AM,7,2,6,,36,3,Default,From FMH DFSOUND 1055,, Sound, fuel2,,,,,,,,,,
C:FSEGI1T08:031,Re00Year05,7/16/1991 2:00:00 AM,8,3,22,,4.5,3,Default,From FMH DFSOUND 1055,, Sound, fuel3,,,,,,,,,,
C:FSEGI1T08:031,Re00Year10,8/6/1996 2:00:00 AM,,,,,,,,,,,,4,50,,,,,,,True,
C:FSEGI1T08:031,Re00Year10,8/6/1996 2:00:00 AM,1,1,22,,6,4,Default,From FMH DFROTTEN 1056,, Rotten, fuel3,,,,,,,,,,
C:FSEGI1T08:031,Re00Year10,8/6/1996 2:00:00 AM,2,1,22,,20,4,Default,From FMH DFROTTEN 1056,, Rotten, fuel3,,,,,,,,,,
C:FSEGI1T08:031,Re00Year10,8/6/1996 2:00:00 AM,3,1,22,,42,4,Default,From FMH DFROTTEN 1056,, Rotten, fuel3,,,,,,,,,,
C:FSEGI1T08:031,Re00Year10,8/6/1996 2:00:00 AM,4,2,25,,3.6,3,Default,From FMH DFSOUND 1055,, Sound, fuel4,,,,,,,,,,
C:FSEGI1T08:031,Re00Year10,8/6/1996 2:00:00 AM,5,2,25,,6.5,3,Default,From FMH DFSOUND 1055,, Sound, fuel4,,,,,,,,,,
C:FSEGI1T08:031,Re00Year10,8/6/1996 2:00:00 AM,6,2,25,,13,4,Default,From FMH DFROTTEN 1056,, Rotten, fuel4,,,,,,,,,,
C:FSEGI1T08:031,Re00Year10,8/6/1996 2:00:00 AM,7,2,25,,6,3,Default,From FMH DFSOUND 1055,, Sound, fuel4,,,,,,,,,,
C:FSEGI1T08:031,Re00Year10,8/6/1996 2:00:00 AM,8,2,25,,24.5,3,Default,From FMH DFSOUND 1055,, Sound, fuel4,,,,,,,,,,
C:FSEGI1T08:031,Re00Year10,8/6/1996 2:00:00 AM,9,2,25,,3,3,Default,From FMH DFSOUND 1055,, Sound, fuel4,,,,,,,,,,
C:FSEGI1T08:031,Re00Year20,8/15/2006 10:01:31 AM,,,,,,,,,,,,4,50,,,,,,,True,
C:FSEGI1T08:031,Re00Year20,8/15/2006 10:01:31 AM,1,1,10,,4,3,Default,,, Sound, fuel1,,,,,,,,,,
C:FSEGI1T08:031,Re00Year20,8/15/2006 10:01:31 AM,2,1,10,,14,3,Default,,, Sound, fuel1,,,,,,,,,,
C:FSEGI1T08:031,Re00Year20,8/15/2006 10:01:31 AM,3,1,10,,5,3,Default,,, Sound, fuel1,,,,,,,,,,
C:FSEGI1T08:031,Re00Year20,8/15/2006 10:01:31 AM,4,1,10,,6,3,Default,,, Sound, fuel1,,,,,,,,,,
C:FSEGI1T08:031,Re00Year20,8/15/2006 10:01:31 AM,5,1,10,,7,3,Default,,, Sound, fuel1,,,,,,,,,,
C:FSEGI1T08:031,Re00Year20,8/15/2006 10:01:31 AM,6,1,10,,17,3,Default,,, Sound, fuel1,,,,,,,,,,
C:FSEGI1T08:031,Re00Year20,8/15/2006 10:01:31 AM,7,1,10,,12,3,Default,,, Sound, fuel1,,,,,,,,,,
C:FSEGI1T08:031,Re00Year20,8/15/2006 10:01:31 AM,8,2,6,,4,3,Default,,, Sound, fuel2,,,,,,,,,,
C:FSEGI1T08:031,Re00Year20,8/15/2006 10:01:31 AM,9,3,22,,4.8,4,Default,,, Rotten, fuel3,,,,,,,,,,
C:FSEGI1T08:031,Re00Year20,8/15/2006 10:01:31 AM,10,3,22,,20.5,3,Default,,, Sound, fuel3,,,,,,,,,,
C:FSEGI1T08:031,Re00Year20,8/15/2006 10:01:31 AM,11,3,22,,32,3,Default,,, Sound, fuel3,,,,,,,,,,
C:FSEGI1T08:031,Re00Year20,8/15/2006 10:01:31 AM,12,3,22,,9,3,Default,,, Sound, fuel3,,,,,,,,,,
C:FSEGI1T08:031,Re00Year20,8/15/2006 10:01:31 AM,13,3,22,,19,4,Default,,, Rotten, fuel3,,,,,,,,,,
C:FSEGI1T08:031,Re00Year20,8/15/2006 10:01:31 AM,14,4,25,,21,4,Default,,, Rotten, fuel4,,,,,,,,,,
C:FSEGI1T08:031,Re00Year20,8/15/2006 10:01:31 AM,15,4,25,,11.5,4,Default,,, Rotten, fuel4,,,,,,,,,,
C:FSEGI1T08:031,Re00Year20,8/15/2006 10:01:31 AM,16,4,25,,9,4,Default,,, Rotten, fuel4,,,,,,,,,,
C:FSEGI1T08:031,Re00Year30,8/2/2016 4:03:57 PM,,,,,,,,,,,,4,50,RL MG,JO,,,,,True,
C:FSEGI1T08:031,Re00Year30,8/2/2016 4:03:57 PM,1,1,10,1,6.1,3,Default,,,,,,,,,,,,,,
C:FSEGI1T08:031,Re00Year30,8/2/2016 4:03:57 PM,2,1,10,2,6.8,3,Default,,,,,,,,,,,,,,
C:FSEGI1T08:031,Re00Year30,8/2/2016 4:03:57 PM,3,1,10,3,5.8,4,Default,,,,,,,,,,,,,,
C:FSEGI1T08:031,Re00Year30,8/2/2016 4:03:57 PM,4,1,10,4,17.8,4,Default,,,,,,,,,,,,,,
C:FSEGI1T08:031,Re00Year30,8/2/2016 4:03:57 PM,5,3,22,5,20.3,4,Default,,,,,,,,,,,,,,
C:FSEGI1T08:031,Re00Year30,8/2/2016 4:03:57 PM,6,3,22,6,35,4,Default,,,,,,,,,,,,,,
C:FSEGI1T08:031,Re00Year30,8/2/2016 4:03:57 PM,7,4,15,7,4,3,Default,,,,,,,,,,,,,,
C:FSEGI1T08:031,Re00Year30,8/2/2016 4:03:57 PM,8,4,15,8,7.3,4,Default,,,,,,,,,,,,,,
C:FSEGI1T08:031,Re01Year02,8/8/2023 4:49:16 PM,,,,,,,,,,,,4,50,,,,,,,True,
B:FSEGI1T08:067,Post01,9/5/2002 2:00:00 AM,,,,,,,,,,,,4,50,,,,,,,True,
B:FSEGI1T08:067,Post01,9/5/2002 2:00:00 AM,1,1,4,,4,4,Default,From FMH DFROTTEN 1056,, Rotten, fuel2,,,,,,,,,,
B:FSEGI1T08:067,Post01,9/5/2002 2:00:00 AM,2,1,4,,4.5,4,Default,From FMH DFROTTEN 1056,, Rotten, fuel2,,,,,,,,,,
B:FSEGI1T08:067,Post01,9/5/2002 2:00:00 AM,3,2,4,,3.5,4,Default,From FMH DFROTTEN 1056,, Rotten, fuel3,,,,,,,,,,
B:FSEGI1T08:067,Post01,9/5/2002 2:00:00 AM,4,3,4,,3.5,4,Default,From FMH DFROTTEN 1056,, Rotten, fuel4,,,,,,,,,,
B:FSEGI1T08:067,Post03,8/15/2019 4:13:21 PM,,,,,,,,,,,,4,50,ML MG,JO,,,,,True,
B:FSEGI1T08:067,Post03,8/15/2019 4:13:21 PM,1,1,10,,3.3,3,Default,,,,,,,,,,,,,,
B:FSEGI1T08:067,Post03,8/15/2019 4:13:21 PM,2,1,10,,22,4,Default,,,,,,,,,,,,,,
B:FSEGI1T08:067,Post03,8/15/2019 4:13:21 PM,3,2,12,,3.8,3,Default,,,,,,,,,,,,,,
B:FSEGI1T08:067,Post03,8/15/2019 4:13:21 PM,4,2,12,,28,4,Default,,,,,,,,,,,,,,
B:FSEGI1T08:067,Post03,8/15/2019 4:13:21 PM,5,3,11,,4,3,Default,,,,,,,,,,,,,,
B:FSEGI1T08:067,Post03,8/15/2019 4:13:21 PM,6,3,11,,4,3,Default,,,,,,,,,,,,,,
B:FSEGI1T08:067,Post03,8/15/2019 4:13:21 PM,7,3,11,,6.5,3,Default,,,,,,,,,,,,,,
B:FSEGI1T08:067,Pre00,7/7/1990 2:00:00 AM,,,,,,,,,,,,4,50,,,,,,,True,
B:FSEGI1T08:067,Pre00,7/7/1990 2:00:00 AM,1,1,4,,4,3,Default,From FMH DFSOUND 1055,, Sound, fuel1,,,,,,,,,,
B:FSEGI1T08:067,Pre00,7/7/1990 2:00:00 AM,2,2,4,,4,4,Default,From FMH DFROTTEN 1056,, Rotten, fuel2,,,,,,,,,,
B:FSEGI1T08:067,Pre00,7/7/1990 2:00:00 AM,3,2,4,,3.3,4,Default,From FMH DFROTTEN 1056,, Rotten, fuel2,,,,,,,,,,
B:FSEGI1T08:067,Pre00,7/7/1990 2:00:00 AM,4,3,4,,4,4,Default,From FMH DFROTTEN 1056,, Rotten, fuel3,,,,,,,,,,
B:FSEGI1T08:067,Pre00,7/7/1990 2:00:00 AM,5,4,3,,4.5,3,Default,From FMH DFSOUND 1055,, Sound, fuel4,,,,,,,,,,
B:FSEGI1T08:067,Pre01,6/21/2002 2:00:00 AM,,,,,,,,,,,,4,50,,,,,,,True,
B:FSEGI1T08:067,Pre01,6/21/2002 2:00:00 AM,1,1,4,,5.2,3,Default,From FMH DFSOUND 1055,, Sound, fuel1,,,,,,,,,,
B:FSEGI1T08:067,Pre01,6/21/2002 2:00:00 AM,2,1,4,,16.5,4,Default,From FMH DFROTTEN 1056,, Rotten, fuel1,,,,,,,,,,
B:FSEGI1T08:067,Pre01,6/21/2002 2:00:00 AM,3,1,4,,4,3,Default,From FMH DFSOUND 1055,, Sound, fuel1,,,,,,,,,,
B:FSEGI1T08:067,Pre01,6/21/2002 2:00:00 AM,4,2,4,,5.7,3,Default,From FMH DFSOUND 1055,, Sound, fuel2,,,,,,,,,,
B:FSEGI1T08:067,Pre01,6/21/2002 2:00:00 AM,5,2,4,,4,3,Default,From FMH DFSOUND 1055,, Sound, fuel2,,,,,,,,,,
B:FSEGI1T08:067,Pre01,6/21/2002 2:00:00 AM,6,2,4,,3.8,3,Default,From FMH DFSOUND 1055,, Sound, fuel2,,,,,,,,,,
B:FSEGI1T08:067,Pre01,6/21/2002 2:00:00 AM,7,2,4,,4.4,3,Default,From FMH DFSOUND 1055,, Sound, fuel2,,,,,,,,,,
B:FSEGI1T08:067,Pre01,6/21/2002 2:00:00 AM,8,2,4,,4.4,4,Default,From FMH DFROTTEN 1056,, Rotten, fuel2,,,,,,,,,,
B:FSEGI1T08:067,Pre01,6/21/2002 2:00:00 AM,9,3,4,,4.7,3,Default,From FMH DFSOUND 1055,, Sound, fuel4,,,,,,,,,,
B:FSEGI1T08:067,Re00Year05,6/30/1995 2:00:00 AM,,,,,,,,,,,,4,50,,,,,,,True,
B:FSEGI1T08:067,Re00Year05,6/30/1995 2:00:00 AM,1,1,4,,3.5,3,Default,From FMH DFSOUND 1055,, Sound, fuel1,,,,,,,,,,
B:FSEGI1T08:067,Re00Year05,6/30/1995 2:00:00 AM,2,2,4,,6.5,3,Default,From FMH DFSOUND 1055,, Sound, fuel2,,,,,,,,,,
B:FSEGI1T08:067,Re00Year05,6/30/1995 2:00:00 AM,3,3,4,,9,3,Default,From FMH DFSOUND 1055,, Sound, fuel4,,,,,,,,,,
B:FSEGI1T08:067,Re00Year05,6/30/1995 2:00:00 AM,4,3,4,,3.5,3,Default,From FMH DFSOUND 1055,, Sound, fuel4,,,,,,,,,,
B:FSEGI1T08:067,Re01Year01,7/11/2003 2:00:00 AM,,,,,,,,,,,,4,50,,,,,,,True,
B:FSEGI1T08:067,Re01Year01,7/11/2003 2:00:00 AM,1,1,4,,4,4,Default,From FMH DFROTTEN 1056,, Rotten, fuel2,,,,,,,,,,
B:FSEGI1T08:067,Re01Year01,7/11/2003 2:00:00 AM,2,2,4,,4,4,Default,From FMH DFROTTEN 1056,, Rotten, fuel4,,,,,,,,,,
B:FSEGI1T08:067,Re01Year01,7/11/2003 2:00:00 AM,3,2,4,,3.2,3,Default,From FMH DFSOUND 1055,, Sound, fuel4,,,,,,,,,,
B:FSEGI1T08:067,Re01Year02,7/15/2004 2:00:00 AM,,,,,,,,,,,,3,50,,,,,,,True,
B:FSEGI1T08:067,Re01Year02,7/15/2004 2:00:00 AM,1,1,4,,4.3,3,Default,,-1,-1 Sound,-1 fuel2,,,,,,,,,,
B:FSEGI1T08:067,Re01Year02,7/15/2004 2:00:00 AM,2,2,4,,3.9,3,Default,,-1,-1 Sound,-1 fuel4,,,,,,,,,,
B:FSEGI1T08:067,Re01Year05,7/7/2007 10:16:10 AM,,,,,,,,,,,,4,50,,,,,,,True,
B:FSEGI1T08:067,Re01Year05,7/7/2007 10:16:10 AM,1,1,4,,4.5,3,Default,,, Sound, fuel2,,,,,,,,,,
B:FSEGI1T08:067,Re01Year05,7/7/2007 10:16:10 AM,2,2,4,,5.7,3,Default,,, Sound, fuel3,,,,,,,,,,
B:FSEGI1T08:067,Re01Year05,7/7/2007 10:16:10 AM,3,3,4,,4,3,Default,,, Sound, fuel4,,,,,,,,,,
B:FSEGI1T08:067,Re01Year10,8/8/2012 5:55:21 PM,,,,,,,,,,,,4,50,,,,,,,True,
B:FSEGI1T08:067,Re01Year10,8/8/2012 5:55:21 PM,-2147483648,1,10,1,5.5,3,Default,,,,,,,,,,,,,,
B:FSEGI1T08:067,Re01Year10,8/8/2012 5:55:21 PM,-2147483647,1,10,2,3.3,3,Default,,,,,,,,,,,,,,
B:FSEGI1T08:067,Re01Year10,8/8/2012 5:55:21 PM,-2147483646,1,10,3,3.3,3,Default,,,,,,,,,,,,,,
B:FSEGI1T08:067,Re01Year10,8/8/2012 5:55:21 PM,-2147483645,1,10,4,37.8,4,Default,,,,,,,,,,,,,,
B:FSEGI1T08:067,Re01Year10,8/8/2012 5:55:21 PM,-2147483644,1,10,5,22.7,4,Default,,,,,,,,,,,,,,
B:FSEGI1T08:067,Re01Year10,8/8/2012 5:55:21 PM,-2147483643,2,12,1,3.9,3,Default,,,,,,,,,,,,,,
B:FSEGI1T08:067,Re01Year10,8/8/2012 5:55:21 PM,-2147483642,2,12,2,4.2,3,Default,,,,,,,,,,,,,,
B:FSEGI1T08:067,Re01Year10,8/8/2012 5:55:21 PM,-2147483641,2,12,3,43.9,4,Default,,,,,,,,,,,,,,
B:FSEGI1T08:067,Re01Year10,8/8/2012 5:55:21 PM,-2147483640,3,11,1,4,4,Default,,,,,,,,,,,,,,
B:FSEGI1T08:067,Re01Year10,8/8/2012 5:55:21 PM,-2147483639,4,14,1,3.1,3,Default,,,,,,,,,,,,,,
B:FSEGI1T08:067,Re01Year10,8/8/2012 5:55:21 PM,-2147483638,4,14,2,3.6,3,Default,,,,,,,,,,,,,,
B:FSEGI1T08:067,Re01Year10,8/8/2012 5:55:21 PM,-2147483637,4,14,3,4.4,3,Default,,,,,,,,,,,,,,
B:FSEGI1T08:067,Re01Year10,8/8/2012 5:55:21 PM,-2147483636,4,14,4,3.9,4,Default,,,,,,,,,,,,,,
B:FSEGI1T08:067,Re01Year16,10/23/2018 1:31:47 PM,,,,,,,,,,,,4,50,MG; VF,VF,,,,,True,
B:FSEGI1T08:067,Re01Year16,10/23/2018 1:31:47 PM,-2147483648,1,10,,3.4,3,Default,,,,,,,,,,,,,,
B:FSEGI1T08:067,Re01Year16,10/23/2018 1:31:47 PM,-2147483647,1,10,,40.2,4,Default,,,,,,,,,,,,,,
B:FSEGI1T08:067,Re01Year16,10/23/2018 1:31:47 PM,-2147483646,1,10,,5.4,4,Default,,,,,,,,,,,,,,
B:FSEGI1T08:067,Re01Year16,10/23/2018 1:31:47 PM,-2147483645,2,12,,45.4,4,Default,,,,,,,,,,,,,,
B:FSEGI1T08:067,Re01Year16,10/23/2018 1:31:47 PM,-2147483644,2,12,,3.7,4,Default,,,,,,,,,,,,,,
B:FSEGI1T08:067,Re01Year16,10/23/2018 1:31:47 PM,-2147483643,2,12,,3.8,4,Default,,,,,,,,,,,,,,
B:FSEGI1T08:067,Re01Year16,10/23/2018 1:31:47 PM,-2147483642,2,12,,3.4,4,Default,,,,,,,,,,,,,,
B:FSEGI1T08:067,Re01Year16,10/23/2018 1:31:47 PM,-2147483641,3,11,,3.2,3,Default,,,,,,,,,,,,,,
B:FSEGI1T08:067,Re01Year16,10/23/2018 1:31:47 PM,-2147483640,3,11,,3.3,3,Default,,,,,,,,,,,,,,
B:FSEGI1T08:067,Re01Year16,10/23/2018 1:31:47 PM,-2147483639,3,11,,10.1,3,Default,,,,,,,,,,,,,,
B:FSEGI1T08:067,Re01Year16,10/23/2018 1:31:47 PM,-2147483638,4,14,,3.8,3,Default,,,,,,,,,,,,,,
B:FSEGI1T08:067,Re01Year16,10/23/2018 1:31:47 PM,-2147483637,4,14,,3.2,3,Default,,,,,,,,,,,,,,
B:FSEGI1T08:067,Re01Year16,10/23/2018 1:31:47 PM,-2147483636,4,14,,3.2,4,Default,,,,,,,,,,,,,,
B:FSEGI1T08:067,Re01Year18,7/28/2020 7:14:16 PM,,,,,,,,,,,,4,50,GR; CM,GR,,,,,True,
B:FSEGI1T08:067,Re01Year18,7/28/2020 7:14:16 PM,-2147483648,1,10,1,3.4,1,Default,,,,,,,,,,,,,,
B:FSEGI1T08:067,Re01Year18,7/28/2020 7:14:16 PM,-2147483647,1,10,2,3.5,1,Default,,,,,,,,,,,,,,
B:FSEGI1T08:067,Re01Year18,7/28/2020 7:14:16 PM,-2147483646,1,10,3,40,4,Default,,,,,,,,,,,,,,
B:FSEGI1T08:067,Re01Year18,7/28/2020 7:14:16 PM,-2147483645,2,12,4,3.3,1,Default,,,,,,,,,,,,,,
B:FSEGI1T08:067,Re01Year18,7/28/2020 7:14:16 PM,-2147483644,2,12,5,42,4,Default,,,,,,,,,,,,,,
B:FSEGI1T08:067,Re01Year18,7/28/2020 7:14:16 PM,-2147483643,2,12,6,4,4,Default,,,,,,,,,,,,,,
B:FSEGI1T08:067,Re01Year18,7/28/2020 7:14:16 PM,-2147483642,2,12,7,3.7,4,Default,,,,,,,,,,,,,,
B:FSEGI1T08:067,Re01Year18,7/28/2020 7:14:16 PM,-2147483641,2,12,8,3.4,4,Default,,,,,,,,,,,,,,
B:FSEGI1T08:067,Re01Year18,7/28/2020 7:14:16 PM,-2147483640,3,11,9,6.5,1,Default,,,,,,,,,,,,,,
B:FSEGI1T08:067,Re01Year18,7/28/2020 7:14:16 PM,-2147483639,3,11,10,8.2,1,Default,,,,,,,,,,,,,,
B:FSEGI1T08:067,Re01Year18,7/28/2020 7:14:16 PM,-2147483638,4,14,11,3.9,1,Default,,,,,,,,,,,,,,
B:FSEGI1T08:067,Re01Year18,7/28/2020 7:14:16 PM,-2147483637,4,14,12,3.3,1,Default,,,,,,,,,,,,,,
B:FSEGI1T08:067,Re01Year18,7/28/2020 7:14:16 PM,-2147483636,4,14,13,4.3,1,Default,,,,,,,,,,,,,,
B:FSEGI1T08:067,Re01Year21,7/3/2024 3:23:09 PM,,,,,,,,,,,,4,50,IM; JO; JD; TC,SH; JD,,,,,True,
